function_id,function_name,sr_content,sr_index,outcome,met_constrains,explanation,status,api_response
5732,DTLSv1_listen,"The security of SSL 3.0 [RFC6101] is considered insufficient for the reasons enumerated in [RFC7568], and it MUST NOT be negotiated for any reason.",391,Fully Matches,"[{'C1': {'code': 'if ((s->version & 0xff00) != (DTLS1_VERSION & 0xff00)) {\n    ERR_raise(ERR_LIB_SSL, SSL_R_UNSUPPORTED_SSL_VERSION);\n    return -1;\n}\n\n...\n\nif (versmajor != DTLS1_VERSION_MAJOR) {\n    ERR_raise(ERR_LIB_SSL, SSL_R_BAD_PROTOCOL_VERSION_NUMBER);\n    goto end;\n}', 'explanation': 'These code segments check that the negotiated protocol version matches the expected DTLS version and thus reject unsupported versions like SSL 3.0. This directly implements the requirement from the RFC that SSL 3.0 (and by context, similarly insufficient protocols) MUST NOT be negotiated.'}}]","The function DTLSv1_listen explicitly validates the protocol version by comparing both the internal SSL version and the record header's version. The condition 'if ((s->version & 0xff00) != (DTLS1_VERSION & 0xff00))' together with the check 'if (versmajor != DTLS1_VERSION_MAJOR)' ensure that only the proper DTLS version is accepted, effectively rejecting SSL 3.0 in accordance with the RFC specification. Thus, the code function visibly and solely implements the constraint that 'the security of SSL 3.0 ... MUST NOT be negotiated'.",success,
5732,DTLSv1_listen,Implementations MUST NOT offer or negotiate RC4 cipher suites for any version of TLS for any reason.,389,Does Not Match,[],"The provided function DTLSv1_listen is focused on handling the DTLS handshake process, particularly with regard to processing ClientHello messages and performing cookie verification/exchange. It does not contain any logic related to selecting or filtering cipher suites, and there is no check or restriction regarding RC4 cipher suites. The RFC specification requires that implementations MUST NOT offer or negotiate RC4 cipher suites, but this function does not inspect or enforce any cipher suite-specific constraints. Therefore, no labeled condition or action from the spec constraints is implemented in this function.",success,
5732,DTLSv1_listen,"TLS 1.3 servers MUST NOT act upon its presence or information in it when processing ClientHello messages; in particular, they MUST NOT send the status_request_v2 extension in the EncryptedExtensions, CertificateRequest, or Certificate messages.",200,Does Not Match,[],"The DTLSv1_listen function is focused on handling DTLS-specific cookie exchange and ClientHello processing for DTLS (not TLS 1.3) and does not include any logic for detecting, ignoring, or preventing the use of the status_request_v2 extension. There is no code within the function that addresses the RFC requirement that TLS 1.3 servers must not act on the presence or information of the status_request_v2 extension or send it in subsequent messages.",success,
5781,tls1_change_cipher_state,"Implementations MUST NOT use the Truncated HMAC extension, defined in Section 7 of [RFC6066], as it is not applicable to AEAD algorithms and has been shown to be insecure in some scenarios.",399,Does Not Match,[],"The specification requires that implementations MUST NOT use the Truncated HMAC extension (and additionally avoid processing records with a version less than 0x0300). In the provided function, there is no visible logic that checks for or disables the use of the Truncated HMAC extension; nor is there any check on the record version to ensure it is not less than 0x0300. While the function processes key derivation and configuration for encryption and MAC, it does not include any explicit code addressing the specified requirements. Therefore, in isolation, the function does not implement the protocol requirements as specified.",success,
6775,SSL_CTX_add1_to_CA_list,"TLS 1.3 servers MUST NOT act upon its presence or information in it when processing ClientHello messages; in particular, they MUST NOT send the status_request_v2 extension in the EncryptedExtensions, CertificateRequest, or Certificate messages.",200,Does Not Match,[],"The provided function, SSL_CTX_add1_to_CA_list, only adds a CA name to the SSL context by calling add_ca_name. It does not contain any logic that addresses the TLS 1.3 requirement regarding the status_request_v2 extension (i.e., ignoring its presence and not sending it in certain messages). There is no conditional or any other logic within this function that pertains to the specified constraints, so it does not implement any of the labeled conditions or actions from the spec.",success,
6911,cmd_VerifyCAPath,"TLS 1.3 servers MUST NOT act upon its presence or information in it when processing ClientHello messages; in particular, they MUST NOT send the status_request_v2 extension in the EncryptedExtensions, CertificateRequest, or Certificate messages.",200,Does Not Match,[],"The provided function 'cmd_VerifyCAPath' only calls the helper function 'do_store' and does not contain any logic related to the TLS 1.3 extension handling described in the RFC. It neither checks for the presence of the status_request_v2 extension, nor does it enforce the rule of not sending that extension in the EncryptedExtensions, CertificateRequest, or Certificate messages. Therefore, the code function does not visibly address any of the labeled conditions or actions from the spec constraints in its own body.",success,
6947,ssl_get_cert_to_compress,"The phrases ""terminate the connection with an X alert"" and ""abort the handshake with an X alert"" mean that the implementation MUST send alert X if it sends any alert.",322,Does Not Match,[],"The provided function focuses on constructing a certificate chain for compression and does not include any logic to send alert messages when errors occur. The TLS specification requires that on detecting a fatal error, an alert (specifically an X alert) must be sent before terminating the connection. In this function, error paths lead to a cleanup (goto out) and a return of 0 without any alert being issued. The error handling logic related to terminating the connection with a specific alert is absent in the function body, and therefore, it does not visibly address any of the spec constraints regarding alert sending.",success,
6950,ssl_get_compressed_cert,"TLS 1.3 servers MUST NOT act upon its presence or information in it when processing ClientHello messages; in particular, they MUST NOT send the status_request_v2 extension in the EncryptedExtensions, CertificateRequest, or Certificate messages.",200,Does Not Match,[],"The function ssl_get_compressed_cert only implements logic for compressing certificate data. It neither checks for nor ignores the status_request_v2 extension in any of the TLS messages, which is the specific requirement from the TLS 1.3 RFC. Therefore, none of the conditions or actions (e.g., pertaining to not acting upon status_request_v2 presence) are addressed within the function_body.",success,
6960,dtls1_write_app_data_bytes,"Zero-length fragments of Application Data MAY be sent, as they are potentially useful as a traffic analysis countermeasure.",283,Partially Matches,"[{'C1': {'code': 'if (len > SSL3_RT_MAX_PLAIN_LENGTH) {\n    ERR_raise(ERR_LIB_SSL, SSL_R_DTLS_MESSAGE_TOO_BIG);\n    return -1;\n}\n\nreturn dtls1_write_bytes(sc, type, buf_, len, written);', 'explanation': 'The RFC specifies that zero-length fragments of Application Data MAY be sent. This function does not include any explicit handling or special-case logic for zero-length fragments; it merely passes the provided length (even if zero) to dtls1_write_bytes after checking that it does not exceed the maximum plain length. Thus, while it allows sending zero-length fragments (by not rejecting len == 0), there is no proactive logic implementing the traffic analysis countermeasure aspect of the RFC.'}}]","The function dtls1_write_app_data_bytes indirectly supports sending zero-length Application Data fragments by not rejecting a len value of 0. However, it does not explicitly implement any logic targeted at the RFC requirement (e.g. actively generating or handling zero-length fragments as a countermeasure for traffic analysis). Because of this, we conclude that while the function does not conflict with the RFC and allows zero-length fragments, it only partially matches the specified constraint.",success,
6961,dtls1_dispatch_alert,Implementations MUST NOT offer or negotiate RC4 cipher suites for any version of TLS for any reason.,389,Does Not Match,[],"The provided code function, dtls1_dispatch_alert, solely handles dispatching of alert messages in DTLS and does not contain any logic related to cipher suite negotiation or the prevention of RC4 cipher suite usage as required by the spec. There are no code segments within this function that attempt to check, filter, or avoid the use of RC4 cipher suites, nor is there any logic enforcing the minimum cipher strength. Therefore, it does not address any labeled spec constraints (such as C1 or A1) related to RC4 or low-strength cipher suites.",success,
7198,ssl_cipher_get_evp,"Implementations MUST NOT use the Truncated HMAC extension, defined in Section 7 of [RFC6066], as it is not applicable to AEAD algorithms and has been shown to be insecure in some scenarios.",399,Does Not Match,[],"The TLS RFC specification requires that implementations MUST NOT use the Truncated HMAC extension (and also imposes restrictions on record versions). In the provided function, there is no visible logic that addresses the prohibition of the Truncated HMAC extension; no code segments expressly check for or prevent its use. Although there is a version check (using s->ssl_version) in one branch, it relates to choosing between different cipher configurations and does not implement the specification’s forbidden use of Truncated HMAC. Therefore, the function does not visibly address the required spec constraints within its own logic.",success,
7216,ssl_create_cipher_list,"Implementations MUST NOT use the Truncated HMAC extension, defined in Section 7 of [RFC6066], as it is not applicable to AEAD algorithms and has been shown to be insecure in some scenarios.",399,Does Not Match,[],"The provided function 'ssl_create_cipher_list' does not contain any explicit logic addressing the spec constraint regarding the Truncated HMAC extension. It performs cipher selection and applies rules for ordering and filtering ciphers, but there is no code segment that checks for or disables the Truncated HMAC extension as required by the RFC. Thus, with respect to the labeled condition (e.g., C1 regarding not using the Truncated HMAC extension), there is no corresponding logic in the function body.",success,
7216,ssl_create_cipher_list,"Implementations negotiating the use of older versions of TLS SHOULD prefer forward secret and AEAD cipher suites, when available.",388,Partially Matches,"[{'C1': {'code': 'ssl_cipher_apply_rule(0, SSL_kECDHE, SSL_aECDSA, 0, 0, 0, 0, CIPHER_ADD, -1, &head, &tail);\nssl_cipher_apply_rule(0, SSL_kECDHE, 0, 0, 0, 0, 0, CIPHER_ADD, -1, &head, &tail);\nssl_cipher_apply_rule(0, SSL_kECDHE, 0, 0, 0, 0, 0, CIPHER_DEL, -1, &head, &tail);', 'explanation': 'These calls attempt to prefer forward secret ciphers (ECDHE variants) by reordering the cipher list, reflecting the requirement to prefer forward secret cipher suites.'}}, {'A1': {'code': 'ssl_cipher_apply_rule(0, 0, 0, SSL_AESGCM, 0, 0, 0, CIPHER_ADD, -1, &head, &tail);\nssl_cipher_apply_rule(0, 0, 0, 0, SSL_AEAD, 0, 0, CIPHER_BUMP, -1, &head, &tail);', 'explanation': 'These lines show the function giving priority to AEAD cipher suites by bumping them up in the preference order, which is in keeping with the requirement to prefer AEAD cipher suites when available.'}}]","The function performs several explicit reordering operations via ssl_cipher_apply_rule to prioritize ECDHE (providing forward secrecy) and AEAD cipher suites. However, while the specification also mandates that RC4 cipher suites MUST NOT be offered (for older versions of TLS), this function only moves RC4 to lower priority using an ordering rule rather than removing them entirely. Therefore, the cipher list ordering mechanism partially implements the intended behavior from the TLS RFC, addressing some but not all of the specified constraints within the function itself.",success,
7217,SSL_CIPHER_description,"Implementations MUST NOT use the Truncated HMAC extension, defined in Section 7 of [RFC6066], as it is not applicable to AEAD algorithms and has been shown to be insecure in some scenarios.",399,Does Not Match,[],"The provided function 'SSL_CIPHER_description' only creates a human-readable string to describe a given SSL cipher and does not include any logic related to the specified TLS RFC requirements. In particular, the function does not address the prohibition on using the Truncated HMAC extension (as required by the RFC) nor does it check or enforce rules related to record versions. No code within this function implements any of the labeled conditions or actions from the provided spec constraints.",success,
7241,ssl_cipher_get_overhead,"Implementations MUST NOT use the Truncated HMAC extension, defined in Section 7 of [RFC6066], as it is not applicable to AEAD algorithms and has been shown to be insecure in some scenarios.",399,Does Not Match,[],"The function ssl_cipher_get_overhead only computes overhead values for various cipher algorithms and does not include any logic that addresses the specified TLS RFC constraints. In particular, there is no check or mechanism within this function to prevent the use of the Truncated HMAC extension (as required) or to enforce record version limits. None of the code segments specifically implement the constraint regarding the Truncated HMAC extension or the record version requirements, so the function does not visibly address the labeled conditions/actions from the RFC specification.",success,
7244,OSSL_default_ciphersuites,"Implementations MUST NOT use the Truncated HMAC extension, defined in Section 7 of [RFC6066], as it is not applicable to AEAD algorithms and has been shown to be insecure in some scenarios.",399,Does Not Match,[],"The code function OSSL_default_ciphersuites solely returns a string containing a list of predefined TLS 1.3 cipher suites (all of which are AEAD algorithms). There is no logic within this function that checks, enforces, or references the prohibition of using the Truncated HMAC extension or any version constraints as specified in the TLS RFC. The function does not implement any conditions (like C1) or actions (like A1) related to the spec constraints, and thus does not address the required security measures.",success,
7244,OSSL_default_ciphersuites,An AEAD algorithm where N_MAX is less than 8 bytes MUST NOT be used with TLS.,298,Does Not Match,[],"The function 'OSSL_default_ciphersuites' simply returns a string of default TLS cipher suites and does not contain any logic that addresses nonce formation, sequence number handling, or the AEAD algorithm restrictions as described in the TLS RFC specification. It does not incorporate any condition (e.g., C1) or action (e.g., A1) related to the requirement that AEAD algorithms with N_MAX less than 8 bytes MUST NOT be used with TLS.",success,
7244,OSSL_default_ciphersuites,"Implementations negotiating the use of older versions of TLS SHOULD prefer forward secret and AEAD cipher suites, when available.",388,Partially Matches,"[{'C1': {'code': 'return ""TLS_AES_256_GCM_SHA384:"" \n       ""TLS_CHACHA20_POLY1305_SHA256:"" \n       ""TLS_AES_128_GCM_SHA256"";', 'explanation': 'The function returns only AEAD cipher suites that are inherently forward secret, addressing the preference for forward secret and AEAD cipher suites.'}}, {'A1': {'code': 'return ""TLS_AES_256_GCM_SHA384:"" \n       ""TLS_CHACHA20_POLY1305_SHA256:"" \n       ""TLS_AES_128_GCM_SHA256"";', 'explanation': 'The list explicitly excludes RC4 cipher suites, aligning with the mandate to not offer or negotiate RC4.'}}]","The function returns a fixed string of cipher suites that are all AEAD and provide forward secrecy, thereby implicitly meeting parts of the RFC specification requiring a preference for forward secret and AEAD cipher suites and the exclusion of RC4. However, the function contains no logic to handle negotiation differences (such as with older TLS versions) or other protocol features mentioned in the spec context (e.g., change_cipher_spec handling), so its implementation only partially matches the overall RFC constraints.",success,
7253,ssl_print_extension,A TLS implementation SHOULD NOT automatically resend early data; applications are in a better position to decide when retransmission is appropriate.,156,Does Not Match,[],"The TLS RFC requirement specifies that a TLS implementation SHOULD NOT automatically resend early data unless the negotiated connection selects the same ALPN protocol. In the function, the only handling of early data is in the case for TLSEXT_TYPE_early_data, where it simply prints the max_early_data value if the message type indicates a NewSession Ticket. There is no logic to enforce or check the ALPN protocol, or to control retransmission of early data. Therefore, this function does not implement the specified conditions, and no labeled constraints (e.g., C1, A1) from the spec constraints are visibly addressed within this function.",success,
7255,ssl_print_client_hello,"Implementations MUST NOT use the Truncated HMAC extension, defined in Section 7 of [RFC6066], as it is not applicable to AEAD algorithms and has been shown to be insecure in some scenarios.",399,Does Not Match,[],"The provided function is responsible for printing the contents of a ClientHello message and does not contain any logic that addresses the specified TLS RFC constraint regarding the Truncated HMAC extension. There is no explicit check or handling in the function for avoiding or filtering out records or extensions related to the Truncated HMAC; the function only processes and prints various fields. Thus, no parts of the function directly implement any condition or action related to the spec constraints.",success,
7257,ssl_print_server_hello,"The server MUST NOT send a ""psk_key_exchange_modes"" extension.",140,Does Not Match,[],"The provided function, ssl_print_server_hello, is responsible for printing the Server Hello message and does not include any logic to check for or prevent the inclusion of the 'psk_key_exchange_modes' extension. There is no code segment within this function that explicitly verifies that the server does not send this extension (as required by the spec constraint). The function merely processes and prints various fields (like version, random, cipher suite, extensions, etc.) without filtering or enforcing the absence of the 'psk_key_exchange_modes' extension. Therefore, in isolation, this function does not implement the TLS RFC requirement.",success,
7257,ssl_print_server_hello,"Implementations MUST NOT use the Truncated HMAC extension, defined in Section 7 of [RFC6066], as it is not applicable to AEAD algorithms and has been shown to be insecure in some scenarios.",399,Does Not Match,[],"The function 'ssl_print_server_hello' is primarily responsible for printing the server hello message details (such as the version, random, session id, cipher suite, compression method, and extensions) and does not implement any logic to enforce the specified constraints from the RFC. In particular, it does not include any checks that prevent the use of the Truncated HMAC extension or that verify record versions to ensure none are less than 0x0300. There is no visible code segment within this function that addresses either of these requirements, hence it does not meet any of the labeled spec constraints.",success,
7257,ssl_print_server_hello,"When multiple extensions of different types are present, the extensions MAY appear in any order, with the exception of ""pre_shared_key"" (Section 4.2.11) which MUST be the last extension in the ClientHello (but can appear anywhere in the ServerHello extensions block).",62,Does Not Match,[],"The provided function, ssl_print_server_hello, is designed to print a ServerHello message. It calls ssl_print_extensions to output the extensions, but it does not contain any logic to enforce or verify the ordering of extensions, especially the requirement that the pre_shared_key extension MUST be the last extension in the ClientHello. Since the spec constraint targets the ClientHello ordering and the function does not implement any check or manipulation regarding extension ordering (nor is such logic evident within this printing function), the function does not visibly address the specified TLS RFC constraint.",success,
7257,ssl_print_server_hello,Servers MUST NOT send this extension.,115,Does Not Match,[],"The RFC specification requires that servers MUST NOT send the post_handshake_auth extension. The function ssl_print_server_hello is responsible for printing the ServerHello message and processes several fields (e.g., server_version, random, session_id, cipher_suite, compression_method, and extensions) by calling ssl_print_extensions. However, there is no explicit logic in this function that checks for, omits, or enforces the absence of the post_handshake_auth extension. Since the implementation does not visibly address or implement the constraint (i.e., not sending the post_handshake_auth extension), it does not match the RFC specification constraint within this function.",success,
7263,ssl_print_certificates,The OpenPGP certificate type [RFC6091] MUST NOT be used with TLS 1.3.,197,Does Not Match,[],"The provided function does not contain any logic that excludes or checks for the OpenPGP certificate type when TLS 1.3 is in use. The RFC6091 requirement that the OpenPGP certificate type MUST NOT be used with TLS 1.3 is not visibly addressed within the function_body. Instead, the code only implements different branches for processing raw public key types (rpk) and certificate lists without verifying or prohibiting the usage of the OpenPGP certificate type in TLS 1.3.",success,
7265,ssl_print_cert_request,The server MAY send it in the CertificateRequest message.,106,Fully Matches,"[{'C1': {'code': 'if (msglen < 2)\n    return 0;\nxlen = (msg[0] << 8) | msg[1];\nBIO_indent(bio, indent, 80);\nif (msglen < xlen + 2)\n    return 0;\nmsg += 2;\nmsglen -= 2 + xlen;\nBIO_printf(bio, ""certificate_authorities (len=%d)\\n"", (int)xlen);\nwhile (xlen > 0) {\n    size_t dlen;\n    X509_NAME *nm;\n    const unsigned char *p;\n    if (xlen < 2)\n         return 0;\n    dlen = (msg[0] << 8) | msg[1];\n    if (xlen < dlen + 2)\n         return 0;\n    msg += 2;\n    BIO_indent(bio, indent + 2, 80);\n    BIO_printf(bio, ""DistinguishedName (len=%d): "", (int)dlen);\n    p = msg;\n    nm = d2i_X509_NAME(NULL, &p, dlen);\n    if (!nm) {\n         BIO_puts(bio, ""<UNPARSEABLE DN>\\n"");\n    } else {\n         X509_NAME_print_ex(bio, nm, 0, XN_FLAG_ONELINE);\n         BIO_puts(bio, ""\\n"");\n         X509_NAME_free(nm);\n    }\n    xlen -= dlen + 2;\n    msg += dlen;\n}', 'explanation': 'This segment parses and prints the certificate_authorities field. According to the RFC and provided spec context, the server may include a list of acceptable certificate authorities in the CertificateRequest message. The code extracts the length, then iterates over each DER-encoded distinguished name and prints it.'}}, {'A1': {'code': 'if (SSL_CONNECTION_IS_TLS13(sc)) {\n    if (!ssl_print_hexbuf(bio, indent, ""request_context"", 1, &msg, &msglen))\n        return 0;\n    if (!ssl_print_extensions(bio, indent, 1, SSL3_MT_CERTIFICATE_REQUEST, &msg, &msglen))\n        return 0;\n    return 1;\n}', 'explanation': 'This TLS1.3-specific branch handles printing the request_context and the extensions field (which in TLS1.3 may include details similar to the certificate_authorities extension). This mirrors the RFC allowance for the server to send such details in the CertificateRequest message.'}}]","The function ssl_print_cert_request visibly implements the processing of the CertificateRequest message as specified in the TLS RFC. In the case of non‐TLS1.3 connections, it explicitly extracts and prints the certificate_types, signature_algorithms and particularly the certificate_authorities, matching the RFC statement that the server MAY send this information. For TLS1.3, the function processes the request_context and the extensions, which would include any relevant certificate authority information in that version. Thus, the code function meets the constraints outlined in the RFC specification.",success,
