function_id,function_name,sr_content,sr_index,outcome,met_constrains,explanation,status,api_response
7800,parse_server_version,"If this extension is present, clients MUST ignore the ServerHello.legacy_version value and MUST use only the ""supported_versions"" extension to determine the selected version.",75,Partially Matches,[],"The RFC requirement is that if the supported_versions extension is present, the client MUST completely ignore the legacy_version value and use only the extension to determine the negotiated protocol version. In this function, while there is logic to parse the supported_versions extension (lines dealing with SSLExtension supported_versions and subsequent CBS_get_u16 call), there is also an early branch (if (server_hello.legacy_version != legacy_version)) that causes the function to immediately use the legacy_version value without checking for supported_versions. This behavior does not fully comply with the spec since it does not always ignore the legacy_version value when the extension is present. Therefore, only parts of the constraint (i.e. parsing the extension and using its value when present) are addressed directly in the function, leading to a partial match.",success,
7801,should_offer_early_data,Note that 0-RTT data is not compatible with older servers and SHOULD NOT be sent absent knowledge that the server supports TLS 1.3,378,Fully Matches,"[{'C1': {'code': 'if (hs->max_version < TLS1_3_VERSION || SSL_is_dtls(ssl)) {\n    // We discard inapplicable sessions, so this is redundant with the session\n    // checks below, but reporting that TLS 1.3 was disabled is more useful.\n    return ssl_early_data_protocol_version;\n}', 'explanation': 'This code fragment ensures that 0-RTT data will not be offered unless the negotiated protocol is TLS 1.3 and the connection is not DTLS. This directly enforces the requirement from the spec note that 0-RTT data should not be sent with older servers.'}}]","The function 'should_offer_early_data' explicitly checks that the connection supports TLS 1.3 using a condition on the maximum negotiated version (hs->max_version) as well as ensuring that the connection is not using DTLS. Since the spec mandates that 0-RTT data SHOULD NOT be sent when the server might not support TLS 1.3, this logic fully implements that constraint within the function itself.",success,
7801,should_offer_early_data,A TLS implementation SHOULD NOT automatically resend early data; applications are in a better position to decide when retransmission is appropriate.,156,Does Not Match,[],"The RFC spec requires that a TLS implementation SHOULD NOT automatically resend early data so that application logic can decide when (or whether) to retransmit. The function provided, should_offer_early_data, is solely responsible for checking various conditions to decide whether early data can be offered (e.g., checking protocol version, session presence, ALPN matching, etc.). It does not include any mechanism for automatically resending early data. In other words, all its logic is devoted to determining acceptance of early data rather than handling any retransmission or its prevention. Hence, the function does not attempt to implement the specific RFC condition regarding automatic retransmission of early data.",success,
7801,should_offer_early_data,"In addition, to avoid accidental misuse, TLS implementations MUST NOT enable 0-RTT (either sending or accepting) unless specifically requested by the application and MUST NOT automatically resend 0-RTT data if it is rejected by the server unless instructed by the application.",407,Partially Matches,"[{'C1': {'code': 'if (!ssl->enable_early_data) {\n    return ssl_early_data_disabled;\n}', 'explanation': 'This code segment ensures that early data (0-RTT) is only offered when early data is explicitly enabled by the application, which addresses the part of the spec requiring that TLS implementations not enable 0-RTT unless specifically requested.'}}]","The provided function checks whether early data is explicitly enabled (via the ssl->enable_early_data flag) and only then considers offering 0-RTT data. This meets the part of the RFC that mandates 0-RTT should only be enabled when specifically requested by the application (labeled here as C1). However, the RFC also states that TLS implementations MUST NOT automatically resend 0-RTT data if it is rejected by the server unless instructed by the application. There is no logic within this function handling the case where early data is rejected, meaning that the function does not address all aspects of the RFC. Therefore, the function is considered to partially match the spec.",success,
7802,ssl_done_writing_client_hello,"Clients MUST NOT act upon any information found in ""supported_groups"" prior to successful completion of the handshake but MAY use the information learned from a successfully completed handshake to change what groups they use in their ""key_share"" extension in subsequent connections.",116,Does Not Match,[],"The provided function only resets various handshake state variables (such as ech_client_outer, cookie, key_share_bytes, and pake_share_bytes) and does not contain any logic to evaluate or enforce the RFC constraints. There is no conditional logic or checks implemented that correspond to any labeled condition (e.g., C1) or action (e.g., A1) specified in the given RFC or spec constraints. The function does not address processing the 'supported_groups' information or comparing modification dates from an If-Unmodified-Since header as described in the spec context. Hence, the function does not visibly address any of the specified constraints.",success,
7803,do_start_connect,Implementations MUST NOT send a ClientHello.legacy_version or ServerHello.legacy_version set to 0x0300 or less.,395,Does Not Match,[],"The RFC specification requires that implementations MUST NOT send a ClientHello.legacy_version or ServerHello.legacy_version set to 0x0300 or less. In the provided function do_start_connect, while there is logic that selects a client_version based on the maximum supported version (for example, choosing TLS1_2_VERSION if available, or falling back to hs->max_version), there is no explicit check or enforcement ensuring that the legacy_version (the value later used to populate the ClientHello message) is greater than 0x0300. In other words, the function does not visibly address or enforce the condition to prevent sending a legacy version of 0x0300 or less. Any such enforcement might occur in other parts of the codebase (possibly in functions called later), but within the confines of this function’s body, the required check or mechanism is not apparent.",success,
7803,do_start_connect,A TLS implementation SHOULD NOT automatically resend early data; applications are in a better position to decide when retransmission is appropriate.,156,Fully Matches,"[{'C1': {'code': 'ssl_early_data_reason_t reason = should_offer_early_data(hs);\n  if (reason != ssl_early_data_accepted) {\n    ssl->s3->early_data_reason = reason;\n  } else {\n    hs->early_data_offered = true;\n  }', 'explanation': 'This segment checks whether early data is acceptable and, if so, sets a flag (hs->early_data_offered) instead of automatically resending the early data. There is no logic that retries or resends early data automatically, which aligns with the RFC requirement.'}}]","The TLS handshake function sets a flag to indicate early data is offered only when accepted and does not contain any logic for automatic retransmission of early data. By avoiding any automatic resend behavior, the function conforms with the RFC recommendation that a TLS implementation SHOULD NOT automatically resend early data and leaves the decision to the application.",success,
7803,do_start_connect,"When a client offers resumption via a PSK, it SHOULD also supply a ""key_share"" extension to the server to allow the server to decline resumption and fall back to a full handshake, if needed.",3,Partially Matches,"[{'A1': {'code': 'if (!ssl_setup_key_shares(hs, /*override_group_id=*/0) ||\n      !ssl_setup_extension_permutation(hs) ||\n      !ssl_encrypt_client_hello(hs, Span(ech_enc, ech_enc_len)) ||\n      !ssl_add_client_hello(hs)) {\n    return ssl_hs_error;\n  }', 'explanation': 'This segment unconditionally invokes ssl_setup_key_shares (as well as later extension‐related functions), which appears to add the key_share extension into the ClientHello. According to the spec, when a client offers resumption via a PSK, it SHOULD supply a key_share extension. Although the function always calls these routines regardless of whether a PSK is used, it does address the action of sending the key_share extension, albeit without an explicit check for PSK resumption.'}}]","The provided function incorporates the key_share extension logic through a call to ssl_setup_key_shares (and related functions) as part of building the ClientHello message. This meets the action of including the key_share extension. However, the spec specifically requires that if a client offers resumption via a PSK then the key_share extension should be supplied, and the code does not explicitly condition upon the use of a PSK resumption. Thus, while the key_share extension is always added (thereby partially addressing the spec), the function does not fully reflect the conditional requirement dictated by the spec.",success,
7803,do_start_connect,Clients MUST NOT use cookies in their initial ClientHello in subsequent connections.,79,Does Not Match,[],"The provided function is focused on configuring and executing a TLS handshake (including session resumption, client random generation, ECH configuration, etc.) and does not implement any logic regarding cookies in the initial ClientHello or subsequently. There is no code that addresses the RFC specification that 'Clients MUST NOT use cookies in their initial ClientHello in subsequent connections.' Therefore, no constraint (such as C1 or A1) related to this behavior is implemented within this function.",success,
7803,do_start_connect,"In this mode, the client and server MUST supply ""key_share"" values as described in Section 4.2.8.",142,Fully Matches,"[{'C1': {'code': 'if (!ssl_setup_key_shares(hs, /*override_group_id=*/0) ||\n      !ssl_setup_extension_permutation(hs) ||\n      !ssl_encrypt_client_hello(hs, Span(ech_enc, ech_enc_len)) ||\n      !ssl_add_client_hello(hs)) {\n    return ssl_hs_error;\n  }', 'explanation': 'This segment clearly calls ssl_setup_key_shares (along with related functions) which is responsible for establishing the key_share values as required by Section 4.2.8 of the RFC. Thus, the function directly implements the spec constraint that the client (and by extension the server, in the handshake process) must supply key_share values.'}}]","The function do_start_connect includes an explicit call to ssl_setup_key_shares, ensuring that key_share values are established as mandated by the RFC. Since this key segment within the function independently and visibly addresses the requirement (i.e., the 'MUST supply key_share values'), the function fully implements the specified constraint within its own logic.",success,
7803,do_start_connect,"Clients MUST NOT act upon any information found in ""supported_groups"" prior to successful completion of the handshake but MAY use the information learned from a successfully completed handshake to change what groups they use in their ""key_share"" extension in subsequent connections.",116,Does Not Match,[],"The provided function 'do_start_connect' does not contain any logic that addresses the RFC specification regarding the handling of the 'supported_groups' information. There is no visible check or condition that prevents acting on 'supported_groups' prior to a successfully completed handshake, nor is there any mechanism to update key_share usage based on handshake outcomes. All logic in the function pertains to initializing handshake parameters such as session setup, client random generation, and key share establishment, but nothing in its body addresses the constraints specified by the RFC regarding 'supported_groups'. Therefore, from the code shown, it does not match any of the labeled constraints.",success,
7804,do_enter_early_data,A TLS implementation SHOULD NOT automatically resend early data; applications are in a better position to decide when retransmission is appropriate.,156,Does Not Match,[],"The RFC specification requires that a TLS implementation SHOULD NOT automatically resend early data, meaning that the decision to retransmit early data should be left to the application. In the provided function, the logic only checks whether early data was offered and then sets some session parameters and state flags. It does not include any explicit handling or decision-making process regarding the automatic retransmission of early data. As such, no part of the function clearly implements any condition or action corresponding to the spec constraints (e.g., C1, A1), and the intended behavior is not enforced within this function.",success,
7805,do_early_reverify_server_certificate,"Alert messages (Section 6) MUST NOT be fragmented across records, and multiple alert messages MUST NOT be coalesced into a single TLSPlaintext record.",281,Does Not Match,[],"The provided function does not implement any logic to ensure that alert messages are not fragmented across records or coalesced into a single TLSPlaintext record. Although there is a comment noting that no alert should be sent on error (referring to TLS 1.3 behavior), this is a deliberate avoidance of sending an alert rather than implementing the fragmentation rules specified. Hence, no part of the function handles the conditions (such as C1 for preventing fragmentation or C2 for avoiding alert coalescence) required by the RFC.",success,
7805,do_early_reverify_server_certificate,Note that Application Data records MUST NOT be written to the wire unprotected (see Section 2 for details).,290,Does Not Match,[],"The provided code function is focused on performing an early re‐verification of the server certificate and establishing early encryption keys (e.g. via add_change_cipher_spec and tls13_set_traffic_key) to enable early data transmission in a TLS 1.3–like handshake. However, the RFC specification requires that Application Data records MUST NOT be written to the wire unprotected. There is no visible logic in this function that directly checks or enforces that application data records are protected before being sent. Moreover, the additional context (e.g. the HTTP 406 status code and content negotiation) is not addressed at all by this function. Therefore, the function does not visibly implement any labeled condition or action related to the given spec constraints.",success,
7805,do_early_reverify_server_certificate,A TLS implementation SHOULD NOT automatically resend early data; applications are in a better position to decide when retransmission is appropriate.,156,Does Not Match,[],"The RFC specification requires that a TLS implementation SHOULD NOT automatically resend early data and that applications decide when retransmission is appropriate. In this function, although there is logic pertaining to early data (e.g., deferring the release of the 0-RTT key until after certificate re-verification and setting flags (hs->in_early_data and hs->can_early_write)), there is no visible logic that prevents the automatic resending of early data or defers the decision to the application. The function unconditionally proceeds with enabling early data write by setting these flags after initialization, rather than providing a mechanism for an application to decide whether to resend early data. Therefore, no part of the function directly implements the specified RFC constraint.",success,
7807,ssl_parse_server_hello,"Implementations MUST NOT use the Truncated HMAC extension, defined in Section 7 of [RFC6066], as it is not applicable to AEAD algorithms and has been shown to be insecure in some scenarios.",399,Does Not Match,[],"The RFC specification requires that the implementation MUST NOT use the Truncated HMAC extension. The function 'ssl_parse_server_hello' does not contain any logic that checks for, rejects, or otherwise handles a Truncated HMAC extension. It solely focuses on parsing the ServerHello message fields (version, random, session id, cipher suite, compression method, and extensions) without any reference to truncated HMAC or its potential vulnerabilities. As a result, the function does not visibly address the spec constraint.",success,
7807,ssl_parse_server_hello,"If a TLS implementation receives an unexpected record type, it MUST terminate the connection with an ""unexpected_message"" alert.",272,Fully Matches,"[{'C1': {'code': 'if (msg.type != SSL3_MT_SERVER_HELLO) {\n    OPENSSL_PUT_ERROR(SSL, SSL_R_UNEXPECTED_MESSAGE);\n    *out_alert = SSL_AD_UNEXPECTED_MESSAGE;\n    return false;\n}', 'explanation': 'This code segment checks if the received message type is not the expected SERVER_HELLO. If true, it triggers an error, sets the alert to SSL_AD_UNEXPECTED_MESSAGE, and terminates processing as required by the RFC.'}}, {'A1': {'code': '*out_alert = SSL_AD_UNEXPECTED_MESSAGE;', 'explanation': ""This statement explicitly sets the connection alert to 'unexpected_message', thereby implementing the required action when an unexpected record type is encountered.""}}]","The function directly addresses the RFC specification by verifying that the received TLS record is a SERVER_HELLO. If not, it triggers an error and sets the unexpected_message alert, fully meeting the prescribed behavior in the constraints.",success,
7807,ssl_parse_server_hello,"Peers which receive a message which cannot be parsed according to the syntax (e.g., have a length extending beyond the message boundary or contain an out-of-range length) MUST terminate the connection with a ""decode_error"" alert",311,Fully Matches,"[{'C1': {'code': 'if (!CBS_get_u16(&body, &out->legacy_version) ||\n      !CBS_get_bytes(&body, &out->random, SSL3_RANDOM_SIZE) ||\n      !CBS_get_u8_length_prefixed(&body, &out->session_id) ||\n      CBS_len(&out->session_id) > SSL3_SESSION_ID_SIZE ||\n      !CBS_get_u16(&body, &out->cipher_suite) ||\n      !CBS_get_u8(&body, &out->compression_method))', 'explanation': 'This code block verifies that each component of the ServerHello message complies with expected syntax (correct lengths, valid values, etc.). If any component fails to parse correctly, it indicates the message was malformed.'}}, {'A1': {'code': 'OPENSSL_PUT_ERROR(SSL, SSL_R_DECODE_ERROR);\n*out_alert = SSL_AD_DECODE_ERROR;\nreturn false;', 'explanation': ""When a parsing error is detected, the function logs a decode error, sets the alert value to 'decode_error', and returns false, signifying that the connection should be terminated—fulfilling the RFC requirement.""}}]","The function explicitly checks for various parsing errors in the ServerHello message and, on any failure, issues a decode_error alert before returning false. This behavior directly corresponds to the RFC requirement that a message failing to conform to the expected syntax must trigger connection termination with a decode_error alert.",success,
7807,ssl_parse_server_hello,"A peer which receives a handshake message in an unexpected order MUST abort the handshake with an ""unexpected_message"" alert.",6,Fully Matches,"[{'C1': {'code': 'if (msg.type != SSL3_MT_SERVER_HELLO) {', 'explanation': 'This segment checks if the handshake message type is not the expected SERVER_HELLO, thus detecting an unexpected message order.'}}, {'A1': {'code': 'OPENSSL_PUT_ERROR(SSL, SSL_R_UNEXPECTED_MESSAGE);\n*out_alert = SSL_AD_UNEXPECTED_MESSAGE;\nreturn false;', 'explanation': ""On detecting an unexpected message, the function aborts the handshake by putting an error and setting the alert to 'unexpected_message', fully implementing the required action.""}}]","The function begins by verifying that the received message is of type SSL3_MT_SERVER_HELLO. If it is not, it reports an error and sets the alert to SSL_AD_UNEXPECTED_MESSAGE, thereby aborting the handshake as required by the spec. This logic directly and fully addresses both the condition (C1) and the action (A1) from the specification.",success,
7807,ssl_parse_server_hello,"If not, then it MUST abort the handshake with a ""decode_error"" alert.",27,Fully Matches,"[{'C1': {'code': 'if (!CBS_get_u16(&body, &out->legacy_version) ||\n    !CBS_get_bytes(&body, &out->random, SSL3_RANDOM_SIZE) ||\n    !CBS_get_u8_length_prefixed(&body, &out->session_id) ||\n    CBS_len(&out->session_id) > SSL3_SESSION_ID_SIZE ||\n    !CBS_get_u16(&body, &out->cipher_suite) ||\n    !CBS_get_u8(&body, &out->compression_method)) {\n  OPENSSL_PUT_ERROR(SSL, SSL_R_DECODE_ERROR);\n  *out_alert = SSL_AD_DECODE_ERROR;\n  return false;\n}', 'explanation': 'This code block checks critical parts of the ServerHello message. If any of these parsing steps fails, it triggers a decode error alert and aborts the handshake, which directly implements the spec requirement: \'If not, then it MUST abort the handshake with a ""decode_error"" alert.\''}}, {'A1': {'code': 'OPENSSL_PUT_ERROR(SSL, SSL_R_DECODE_ERROR);\n*out_alert = SSL_AD_DECODE_ERROR;\nreturn false;', 'explanation': 'This action explicitly issues a decode_error alert and aborts the handshake when the message fails to meet expected conditions, fulfilling the action part of the spec.'}}]","The function strictly validates the ServerHello message fields and, upon encountering any inconsistency or malformed data, aborts the handshake by setting a decode error alert. This behavior faithfully implements the RFC specification requirement to abort the handshake with a 'decode_error' alert in case of decoding failures.",success,
7807,ssl_parse_server_hello,Servers MUST NOT send this extension.,115,Does Not Match,[],"The provided function, ssl_parse_server_hello, parses a Server Hello message by checking the message type, extracting various fields (legacy_version, random, session_id, cipher_suite, compression_method) and optionally reading an extensions block if present. However, the RFC specification requires that servers MUST NOT send the specified extension. There is no logic in the function that prevents or verifies that this extension is absent. The function simply reads and processes an extensions block if it appears, rather than enforcing its absence as required by the RFC. Hence, the function does not implement the spec constraint within its own logic.",success,
7808,do_read_server_hello,A client that attempts to send 0-RTT data MUST fail a connection if it receives a ServerHello with TLS 1.2 or older.,384,Fully Matches,"[{'C1': {'code': 'if (hs->early_data_offered &&\n      ssl->s3->version != hs->early_session->ssl_version) {\n    // This is currently only possible by reading a TLS 1.2 (or earlier) ServerHello\n    assert(ssl_protocol_version(ssl) < TLS1_3_VERSION);\n    assert(ssl_session_protocol_version(hs->early_session.get()) >= TLS1_3_VERSION);\n\n    hs->can_early_write = false;\n    OPENSSL_PUT_ERROR(SSL, SSL_R_WRONG_VERSION_ON_EARLY_DATA);\n    ssl_send_alert(ssl, SSL3_AL_FATAL, SSL_AD_PROTOCOL_VERSION);\n    return ssl_hs_error;\n  }', 'explanation': ""This block checks whether 0-RTT data was offered (hs->early_data_offered) and whether the server's selected version differs from the early session's TLS 1.3 version. If so, it indicates that the ServerHello is from TLS 1.2 or below, as required by the RFC condition.""}}, {'A1': {'code': 'hs->can_early_write = false;\nOPENSSL_PUT_ERROR(SSL, SSL_R_WRONG_VERSION_ON_EARLY_DATA);\nssl_send_alert(ssl, SSL3_AL_FATAL, SSL_AD_PROTOCOL_VERSION);\nreturn ssl_hs_error;', 'explanation': 'These actions enforce the failure of the connection when a 0-RTT attempt is detected with an older TLS version. The function disables early writes, sends an appropriate alert, and returns an error state—thus meeting the RFC requirement to fail the connection.'}}]","The function do_read_server_hello explicitly implements the RFC requirement for 0-RTT data. It checks if early data was offered and then verifies the negotiated protocol version. If the server indicates TLS 1.2 or an older protocol (by having a version different from the expected TLS 1.3), it immediately fails the connection by disabling early writes, sending a fatal alert, and returning an error state. This logic contained entirely within the function directly addresses both the condition (C1) and the corresponding action (A1) as specified by the RFC.",success,
7808,do_read_server_hello,Note that 0-RTT data is not compatible with older servers and SHOULD NOT be sent absent knowledge that the server supports TLS 1.3,378,Fully Matches,"[{'C1': {'code': 'if (hs->early_data_offered &&\n      ssl->s3->version != hs->early_session->ssl_version) {\n    assert(ssl_protocol_version(ssl) < TLS1_3_VERSION);\n    assert(ssl_session_protocol_version(hs->early_session.get()) >= TLS1_3_VERSION);\n    hs->can_early_write = false;\n    OPENSSL_PUT_ERROR(SSL, SSL_R_WRONG_VERSION_ON_EARLY_DATA);\n    ssl_send_alert(ssl, SSL3_AL_FATAL, SSL_AD_PROTOCOL_VERSION);\n    return ssl_hs_error;\n  }', 'explanation': ""This code checks if early (0-RTT) data was offered and then verifies that the server's protocol version matches what is expected for TLS 1.3. If there is a mismatch—indicating an older server—the function disables the capability to perform early writes, sends an appropriate alert, and aborts the handshake. This directly implements the RFC requirement that 0-RTT data must not be sent unless the server supports TLS 1.3.""}}]","The function contains explicit logic to detect when early (0-RTT) data has been offered but the server's negotiated version does not confirm TLS 1.3 support. On such a condition, it disables early writes and aborts with an error, ensuring that 0-RTT data is only used with TLS 1.3, which fully meets the RFC specification provided. No other constraint labels were provided, and the relevant 0-RTT handling constraint (labeled here as C1) is fully implemented within this function.",success,
