function_id,function_name,sr_content,sr_index,outcome,met_constrains,explanation,status,api_response
1339,ngx_http_parse_request_line,"Although the line terminator for the start-line and fields is the sequence CRLF, a recipient MAY recognize a single LF as a line terminator and ignore any preceding CR.",171,Fully Matches,"[{'C1': {'code': 'case sw_almost_done:\n    r->request_end = p - 1;\n    switch (ch) {\n    case LF:\n        goto done;\n    default:\n        return NGX_HTTP_PARSE_INVALID_REQUEST;\n    }\n\n... \ncase sw_http_09:\n    switch (ch) {\n    case LF:\n        r->http_minor = 9;\n        goto done;\n    case CR:\n        r->http_minor = 9;\n        state = sw_almost_done;\n        break;\n    ...\n    }\n\nand other similar branches, such as in sw_minor_digit and sw_after_slash_in_uri, where a lone LF is accepted (leading directly to goto done) and a CR is handled by transitioning to sw_almost_done which requires that it be followed immediately by LF.', 'explanation': 'The RFC specifies that although CRLF is the standard terminator, a recipient MAY recognize a single LF as a valid line terminator and ignore any preceding CR. The function checks for LF directly in several states and sets the appropriate termination conditions. When a CR is encountered, it enters a state (sw_almost_done) that only accepts an LF immediately afterward—thus rejecting a bare CR. This meets the RFC requirement.'}}]","The function ngx_http_parse_request_line implements line termination processing by checking for both CR and LF. It accepts a lone LF as a valid terminator (as seen in multiple state cases) and ensures that a CR is only accepted when followed immediately by an LF, thereby effectively ignoring the CR if present. This behavior directly addresses the RFC specification regarding line termination and fulfils the provided constraint.",success,
1339,ngx_http_parse_request_line,"A recipient MUST interpret a received protocol element according to the semantics defined for it by this specification, including extensions to this specification, unless the recipient has determined (through experience or configuration) that the sender incorrectly implements what is implied by those semantics.",219,Fully Matches,"[{'C1': {'code': ""case sw_start:\n    r->request_start = p;\n\n    if (ch == CR || ch == LF) {\n        break;\n    }\n\n    if ((ch < 'A' || ch > 'Z') && ch != '_' && ch != '-') {\n        return NGX_HTTP_PARSE_INVALID_METHOD;\n    }"", 'explanation': 'This segment shows that the function examines the incoming protocol element (the request line) by checking the first character to decide if it’s a valid HTTP method token, thereby ensuring that it interprets the element as defined by the specification. It performs the required semantic check and rejects the element if it does not conform.'}}, {'A1': {'code': 'done:\n\n    b->pos = p + 1;\n\n    if (r->request_end == NULL) {\n        r->request_end = p;\n    }\n\n    r->http_version = r->http_major * 1000 + r->http_minor;\n    r->state = sw_start;\n\n    if (r->http_version == 9 && r->method != NGX_HTTP_GET) {\n        return NGX_HTTP_PARSE_INVALID_09_METHOD;\n    }\n\n    return NGX_OK;', 'explanation': 'This code finalizes the protocol element interpretation by updating request metadata, adjusting pointers, and allowing for recovery. It shows that once a usable protocol element is determined, even in cases where minor errors (like a bare LF or CR) occur, the function recovers and completes processing as allowed by the HTTP specification.'}}]","The function ngx_http_parse_request_line implements the HTTP RFC requirement by thoroughly inspecting the request line and interpreting each segment (method, URI, HTTP version, etc.) according to defined semantics. It validates each character and context (e.g., method names, spacing, URI scheme, host, port) and returns specific error codes when the element does not meet specifications. Additionally, it incorporates mechanisms to recover a usable protocol element (for example, defaulting to HTTP/0.9 under certain conditions) as permitted by the RFC. All of these checks and recovery tactics demonstrate that the function alone fulfills the conditions (C1) for interpreting a valid protocol element, as well as actions (A1) to recover or appropriately handle invalid constructs.",success,
1339,ngx_http_parse_request_line,"A recipient SHOULD parse a received protocol element defensively, with only marginal expectations that the element will conform to its ABNF grammar and fit within a reasonable buffer size.",217,Fully Matches,"[{'C1': {'code': ""for (p = b->pos; p < b->last; p++) { ... switch (state) { ... if (ch < 'A' || ch > 'Z') ... return NGX_HTTP_PARSE_INVALID_REQUEST; ... } }"", 'explanation': 'The function implements a defensive parsing state machine. It does not assume full adherence to the ABNF grammar and instead checks each incoming character against expected values, returning specific error codes (e.g., NGX_HTTP_PARSE_INVALID_REQUEST, NGX_HTTP_PARSE_INVALID_METHOD) when the input deviates from expected patterns. This meets the spec requirement to parse a received protocol element defensively.'}}, {'A1': {'code': ""if (p - m == 3) { if (ngx_str3_cmp(m, 'G', 'E', 'T', ' ')) { ... } } ...\n\nfor (p = b->pos; p < b->last; p++) {\n    ch = *p;\n    switch (state) {\n        // Multiple states checking method, URI, scheme, version digits, etc.\n    }\n}"", 'explanation': 'The code uses a clear state machine approach that validates each part of the request line (method, URI, schema, version, etc.) against expected character sets, ensuring that any deviation from the expected ABNF is caught immediately. This segmentation and step‐wise validation directly implements the robust, defensive parsing advised by the spec.'}}]","The provided function, ngx_http_parse_request_line, parses the HTTP request line using a detailed state machine. It defensively interprets the incoming data by iterating only within the buffer bounds, checking for conformance to accepted character ranges and patterns, and immediately returning error codes when encountering unexpected characters. This approach directly embodies the RFC's recommendation to parse protocol elements defensively without assuming perfect conformance to the ABNF grammar, thereby fully matching the specified constraints.",success,
1340,ngx_http_parse_header_line,"A recipient SHOULD parse a received protocol element defensively, with only marginal expectations that the element will conform to its ABNF grammar and fit within a reasonable buffer size.",217,Fully Matches,"[{'C1': {'code': ""switch (ch) {\n    case CR:\n        r->header_end = p;\n        state = sw_header_almost_done;\n        break;\n    case LF:\n        r->header_end = p;\n        goto header_done;\n    default:\n        state = sw_name;\n\n        c = lowcase[ch];\n\n        if (c) {\n            hash = ngx_hash(0, c);\n            r->lowcase_header[0] = c;\n            i = 1;\n            break;\n        }\n\n        if (ch == '_') {\n            if (allow_underscores) {\n                hash = ngx_hash(0, ch);\n                r->lowcase_header[0] = ch;\n                i = 1;\n            } else {\n                hash = 0;\n                i = 0;\n                r->invalid_header = 1;\n            }\n            break;\n        }\n\n        if (ch <= 0x20 || ch == 0x7f || ch == ':') {\n            r->header_end = p;\n            return NGX_HTTP_PARSE_INVALID_HEADER;\n        }\n\n        hash = 0;\n        i = 0;\n        r->invalid_header = 1;\n\n        break;\n}"", 'explanation': 'This segment, along with the overall state machine logic, shows that the function is carefully examining each character in the header line. It does not assume perfect input but instead checks for CR, LF, spaces, control characters, and invalid characters, demonstrating defensive parsing as required by the RFC.'}}, {'A1': {'code': ""if (ch == '\\0') {\n    r->header_end = p;\n    return NGX_HTTP_PARSE_INVALID_HEADER;\n}\n\n...\n\ncase sw_value:\n    switch (ch) {\n    case ' ':\n        r->header_end = p;\n        state = sw_space_after_value;\n        break;\n    case CR:\n        r->header_end = p;\n        state = sw_almost_done;\n        break;\n    case LF:\n        r->header_end = p;\n        goto done;\n    case '\\0':\n        r->header_end = p;\n        return NGX_HTTP_PARSE_INVALID_HEADER;\n    }"", 'explanation': ""This part of the code shows that within the header value parsing it similarly validates input by checking for unexpected characters (like '\\0') and managing whitespace appropriately. It returns error codes when invalid input is detected, fulfilling the action of rejecting nonconforming protocol elements.""}}]","The function 'ngx_http_parse_header_line' implements a defensive header parsing routine by carefully processing each part of the header line using a state machine. It checks for control characters, proper delimiters (like ':', CR, and LF), and handles invalid characters by marking the header as invalid or returning a specific error code (NGX_HTTP_PARSE_INVALID_HEADER). This directly aligns with the RFC specification that advises defensive parsing with only marginal assumptions about conformance to the expected grammar and accommodating varying buffer lengths. All the checks and error handling within the function are contained within its logic, ensuring that it alone attempts to meet the RFC's defensive parsing requirements.",success,
1340,ngx_http_parse_header_line,"Field values containing CR, LF, or NUL characters are invalid and dangerous, due to the varying ways that implementations might parse and interpret those characters; a recipient of CR, LF, or NUL within a field value MUST either reject the message or replace each of those characters with SP before further processing or forwarding of that message.",3,Fully Matches,"[{'C1': {'code': ""case '\\0':\n    r->header_end = p;\n    return NGX_HTTP_PARSE_INVALID_HEADER;\n\n// In sw_value\ncase '\\0':\n    r->header_end = p;\n    return NGX_HTTP_PARSE_INVALID_HEADER;\n\n// In sw_space_after_value\ncase '\\0':\n    r->header_end = p;\n    return NGX_HTTP_PARSE_INVALID_HEADER;\n\n// Also handling CR and LF as header terminators in sw_start, sw_space_before_value, and sw_almost_done"", 'explanation': ""The RFC requires that any field value containing CR, LF, or NUL must either be rejected or these characters replaced with SP. This function explicitly rejects a header if a NUL character ('\\0') is encountered (e.g. in state sw_space_before_value, sw_value, and sw_space_after_value). For CR and LF, the state machine treats them as indicators of the header line’s termination rather than incorporating them into the value. This design meets the RFC requirement by ensuring dangerous characters do not appear within processed field values.""}}]","The function implements a state machine for HTTP header parsing that directly checks for and rejects any occurrence of NUL characters in header values, and uses CR and LF only as header line terminators. Since the RFC permits either rejecting the message or replacing the dangerous characters with SP, this approach—rejecting in the case of NUL and delimiting on CR and LF—fully addresses the specified constraint (labeled C1) within the function body.",success,
1340,ngx_http_parse_header_line,A recipient of such a bare CR MUST consider that element to be invalid or replace each bare CR with SP before processing the element or forwarding the message.,173,Fully Matches,"[{'C1': {'code': 'case sw_almost_done:\n    switch (ch) {\n    case LF:\n        goto done;\n    case CR:\n        break;\n    default:\n        return NGX_HTTP_PARSE_INVALID_HEADER;\n    }\n\ncase sw_header_almost_done:\n    switch (ch) {\n    case LF:\n        goto header_done;\n    default:\n        return NGX_HTTP_PARSE_INVALID_HEADER;\n    }', 'explanation': 'The RFC specifies that a recipient must either treat a bare CR (a CR not immediately followed by LF) as invalid or replace it with a space. In this function, the code in the sw_almost_done and sw_header_almost_done states checks if a CR is properly followed by a LF. If it is not, the function returns NGX_HTTP_PARSE_INVALID_HEADER, thereby considering the header element invalid. This behavior meets the RFC requirement.'}}]","The function ngx_http_parse_header_line implements header parsing with explicit handling for CR and LF sequences. It ensures that if a CR is encountered without an immediate LF, the header is considered invalid (by returning an error). Although it does not perform a literal replacement of a bare CR with a space, the RFC allows either flagging the element as invalid or performing the replacement. Therefore, by choosing to mark the header invalid, the function fully meets the specified RFC constraint.",success,
1340,ngx_http_parse_header_line,"Although the line terminator for the start-line and fields is the sequence CRLF, a recipient MAY recognize a single LF as a line terminator and ignore any preceding CR.",171,Fully Matches,"[{'C1': {'code': 'case sw_start:\n    ...\n    switch (ch) {\n    case LF:\n        r->header_end = p;\n        goto header_done;\n    ...\n    }\n\ncase sw_value:\n    switch (ch) {\n    ...\n    case LF:\n        r->header_end = p;\n        goto done;\n    ...\n    }', 'explanation': ""This segment shows that the function accepts a lone LF as a valid header line terminator (ignoring any preceding CR if present), which corresponds to the RFC's allowance for recognizing a single LF.""}}, {'A1': {'code': 'case sw_start:\n    switch (ch) {\n    case CR:\n        r->header_end = p;\n        state = sw_header_almost_done;\n        break;\n    ...\n    }\n\ncase sw_header_almost_done:\n    switch (ch) {\n    case LF:\n        goto header_done;\n    default:\n        return NGX_HTTP_PARSE_INVALID_HEADER;\n    }', 'explanation': 'This code enforces that a CR must be immediately followed by LF. If a bare CR (one not followed by LF) is encountered, the header is rejected, thus implementing the spec requirement to treat a bare CR as invalid.'}}]",The function parses HTTP header lines at the octet level and directly includes logic to handle both CR and LF as line terminators. It recognizes a single LF as terminating a header line and ensures that any CR character is valid only if immediately followed by an LF. This behavior directly implements the relevant parts of the HTTP RFC regarding line termination.,success,
1340,ngx_http_parse_header_line,"When a specific version of HTTP allows such whitespace to appear in a message, a field parsing implementation MUST exclude such whitespace prior to evaluating the field value.",234,Fully Matches,"[{'C1': {'code': ""/* space* before header value */\ncase sw_space_before_value:\n    switch (ch) {\n    case ' ':\n        break;\n    case CR:\n        r->header_start = p;\n        r->header_end = p;\n        state = sw_almost_done;\n        break;\n    case LF:\n        r->header_start = p;\n        r->header_end = p;\n        goto done;\n    default:\n        r->header_start = p;\n        state = sw_value;\n        break;\n    }\n\n/* header value */\ncase sw_value:\n    switch (ch) {\n    case ' ':\n        r->header_end = p;\n        state = sw_space_after_value;\n        break;\n    case CR:\n        r->header_end = p;\n        state = sw_almost_done;\n        break;\n    case LF:\n        r->header_end = p;\n        goto done;\n    case '\\0':\n        r->header_end = p;\n        return NGX_HTTP_PARSE_INVALID_HEADER;\n    }\n\n/* space* after header value */\ncase sw_space_after_value:\n    switch (ch) {\n    case ' ':\n        break;\n    case CR:\n        state = sw_almost_done;\n        break;\n    case LF:\n        goto done;\n    case '\\0':\n        r->header_end = p;\n        return NGX_HTTP_PARSE_INVALID_HEADER;\n    default:\n        state = sw_value;\n        break;\n    }"", 'explanation': 'The function clearly implements logic to skip over any leading whitespace before the header value is set (via sw_space_before_value) as well as ensuring that trailing whitespace is not included (via sw_value and sw_space_after_value). This matches the RFC requirement to exclude such whitespace prior to evaluating the field value.'}}]","By examining the code within the ngx_http_parse_header_line function, it is evident that the parser explicitly handles both leading whitespace (in the sw_space_before_value state) and trailing whitespace (in the sw_value and sw_space_after_value states) before finalizing the header value. This directly addresses the RFC specification that any whitespace allowed in HTTP messages should be excluded prior to header evaluation.",success,
1342,ngx_http_parse_complex_uri,"Two HTTP URIs that are equivalent after normalization (using any method) can be assumed to identify the same resource, and any HTTP component MAY perform normalization.",227,Fully Matches,"[{'C1': {'code': 'if (r->empty_path_in_uri) {\n    *u++ = \'/\';\n}\n\n... // In sw_usual, sw_slash, sw_dot and sw_dot_dot cases\n\ncase \'/\':\n    state = sw_slash;\n    *u++ = ch;\n    break;\n\ncase \'.\':\n    r->uri_ext = u + 1;\n    *u++ = ch;\n    break;\n\n... // Logic that handles "".."" by backing up the pointer\nu -= 4;\nfor (;;) {\n    if (u < r->uri.data) {\n        return NGX_HTTP_PARSE_INVALID_REQUEST;\n    }\n    if (*u == \'/\') {\n        u++;\n        break;\n    }\n    u--;\n}\n\n// Also, decoding of percent-encoded sequences is implemented\ncase \'%\':\n    quoted_state = state;\n    state = sw_quoted;\n    break;', 'explanation': ""The function implements URI normalization by decoding percent-encoded characters, handling merging of slashes (based on the merge_slashes flag), and resolving relative path segments ('.' and '..'). This corresponds directly to the requirement in the RFC that URIs equivalent after normalization identify the same resource and that an HTTP component may perform normalization.""}}]","The ngx_http_parse_complex_uri function contains explicit logic to normalize the HTTP URI. It decodes percent-encoded sequences, correctly processes path segments including '.', '..', and merges duplicate slashes when the merge_slashes flag is enabled. These behaviors directly address the RFC specification that two HTTP URIs equivalent after normalization are considered to identify the same resource, thereby fully meeting the provided constraint within the function itself.",success,
1343,ngx_http_parse_status_line,"Although the line terminator for the start-line and fields is the sequence CRLF, a recipient MAY recognize a single LF as a line terminator and ignore any preceding CR.",171,Fully Matches,"[{'C1': {'code': ""case sw_space_after_status:\n    switch (ch) {\n    case ' ':\n        state = sw_status_text;\n        break;\n    case '.':                    /* IIS may send 403.1, 403.2, etc */\n        state = sw_status_text;\n        break;\n    case CR:\n        state = sw_almost_done;\n        break;\n    case LF:\n        goto done;\n    default:\n        return NGX_ERROR;\n    }\n    ....\ncase sw_status_text:\n    switch (ch) {\n    case CR:\n        state = sw_almost_done;\n        break;\n    case LF:\n        goto done;\n    }\n    ....\ncase sw_almost_done:\n    status->end = p - 1;\n    switch (ch) {\n    case LF:\n        goto done;\n    default:\n        return NGX_ERROR;\n    }"", 'explanation': 'The code directly checks for both a bare LF as a valid line terminator (in sw_space_after_status and sw_status_text), and handles CR followed by LF (using sw_almost_done), which fulfills the RFC allowance to treat a single LF as a terminator while ignoring a preceding CR.'}}, {'A1': {'code': 'case sw_almost_done:\n    status->end = p - 1;\n    switch (ch) {\n    case LF:\n        goto done;\n    default:\n        return NGX_ERROR;\n    }', 'explanation': 'This segment ensures that if a CR is encountered (indicating a possible line terminator), it must be immediately followed by an LF; otherwise, the function returns an error. This behavior meets the spec that a bare CR without an LF must render the element invalid.'}}]","The function implements the RFC’s requirements regarding line termination. It properly accepts an LF on its own in certain states and handles CR followed by LF by transitioning to the 'almost_done' state, effectively ignoring the preceding CR. Moreover, if the CR is not followed by an LF, the function returns an error, hence fully addressing the conditions stated in the RFC specification regarding line terminators.",success,
1344,ngx_http_parse_unsafe_uri,"A recipient SHOULD parse a received protocol element defensively, with only marginal expectations that the element will conform to its ABNF grammar and fit within a reasonable buffer size.",217,Fully Matches,"[{'C1': {'code': ""if (len == 0 || p[0] == '?') {\n    goto unsafe;\n}\n\nif (p[0] == '.' && len > 1 && p[1] == '.'\n    && (len == 2 || ngx_path_separator(p[2])))\n{\n    goto unsafe;\n}"", 'explanation': 'This segment shows the function defensively checking the URI for minimal conformance—ensuring that an empty URI, one starting with \'?\' or beginning with a potentially dangerous relative segment ("".."") triggers the unsafe path. This aligns with the requirement to parse the received protocol element defensively.'}}, {'A1': {'code': ""for ( /* void */ ; len; len--) {\n    ch = *p++;\n    if (ch == '%') {\n        quoted = 1;\n        continue;\n    }\n    if (usual[ch >> 5] & (1U << (ch & 0x1f))) {\n        continue;\n    }\n    if (ch == '?') {\n        args->len = len - 1;\n        args->data = p;\n        uri->len -= len;\n        break;\n    }\n    if (ch == '\\0') {\n        goto unsafe;\n    }\n    if (ngx_path_separator(ch) && len > 2) {\n        if (p[0] == '.' && p[1] == '.'\n            && (len == 3 || ngx_path_separator(p[2])))\n        {\n            goto unsafe;\n        }\n    }\n}\n\nif (quoted) {\n    src = uri->data;\n    dst = ngx_pnalloc(r->pool, uri->len);\n    if (dst == NULL) {\n        return NGX_ERROR;\n    }\n    uri->data = dst;\n    ngx_unescape_uri(&dst, &src, uri->len, 0);\n    uri->len = dst - uri->data;\n    // Re-validation after unescaping\n    len = uri->len;\n    p = uri->data;\n    ...\n}"", 'explanation': ""This code iterates over the URI, makes defensive checks on each character (including detecting percent-encoding and unsafe sequences like '/../'), and revalidates the unescaped URI. It addresses the action of carefully parsing the protocol element while expecting non-perfect conformance, thereby implementing a defensive parsing style.""}}]","The function implements defensive parsing per the HTTP RFC by checking for malformed elements (empty string, dangerous relative paths, embedded nulls) and by processing percent-encoded characters cautiously. The logic contained fully addresses the labeled constraints—checking the integrity of the URI and unescaping it when needed—without relying on external dependencies. Thus, within the function's own code, all critical aspects of the specification are visibly addressed.",success,
